age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
20,190,82,Denmark,Odense Boldklub,2000,GK,,,,,,,15.6,10.2,38.6,43.6,23.666666666666668,12.666666666666666,64.0,O. Christensen,Oliver Christensen
23,172,70,Mexico,Querétaro,2000,"LM, RW, LW",77.0,62.0,61.0,66.0,44.0,57.0,60.0,60.6,75.4,59.6,54.333333333333336,45.333333333333336,10.8,J. Cortizo,Jordi Cortizo
22,173,68,Korea Republic,Jeonbuk Hyundai Motors,2000,"CM, LM, RM",80.0,57.0,65.0,68.0,45.0,61.0,62.2,54.2,70.2,65.4,56.0,44.666666666666664,7.8,Han Seung Gyu,한승규 韩承奎
23,178,77,Ghana,Minnesota United FC,2000,"ST, RM",77.0,63.0,54.0,65.0,39.0,63.0,53.8,56.8,71.2,66.0,53.666666666666664,37.666666666666664,9.8,A. Danladi,Abu Danladi
22,175,72,Mexico,Club Atlas,4000,"CM, RB",73.0,57.0,63.0,66.0,51.0,62.0,61.6,54.8,69.4,64.8,50.333333333333336,56.666666666666664,9.6,E. Zaldívar,Edgar Zaldivar Valverde
23,181,77,Argentina,Club Atlético Aldosivi,2000,CB,64.0,40.0,47.0,51.0,62.0,69.0,44.6,46.2,63.4,61.0,47.5,61.333333333333336,11.2,N. Bazzana,Nicolás Bazzana
22,184,75,France,AS Nancy Lorraine,2000,"ST, LM, LW",76.0,64.0,46.0,60.0,21.0,58.0,49.6,55.6,67.4,63.4,48.5,15.666666666666666,11.6,M. Dembélé,Malaly Dembélé
23,184,76,Germany,1. FC Magdeburg,2000,"RM, RB",80.0,52.0,57.0,68.0,31.0,58.0,54.4,54.4,77.4,57.2,48.5,30.333333333333332,9.0,T. Chahed,Tarek Chahed
21,182,78,Germany,SC Preußen Münster,1000,"CM, CDM",66.0,59.0,55.0,64.0,60.0,66.0,52.8,53.6,66.2,66.0,56.166666666666664,60.666666666666664,9.8,F. Wagner,Fridolin Wagner
23,184,75,Italy,Trapani,1000,GK,,,,,,,13.6,11.0,37.6,39.4,24.333333333333332,14.0,63.6,A. Dini,Andrea Dini
19,172,70,Argentina,CD Leganés,3000,CDM,57.0,49.0,60.0,58.0,63.0,51.0,55.4,50.2,59.6,49.2,59.0,64.0,11.0,F. García,Facundo García
23,186,80,Serbia,FC Erzgebirge Aue,2000,"CB, RB",71.0,33.0,40.0,44.0,64.0,66.0,36.8,41.0,62.8,57.6,45.333333333333336,67.0,12.0,F. Kusić,Filip Kusić
21,198,86,Northern Ireland,Celtic,5000,GK,,,,,,,13.0,13.4,29.8,34.6,25.166666666666668,14.666666666666666,65.0,C. Hazard,Conor Hazard
23,185,72,Equatorial Guinea,Real Zaragoza,2000,CDM,61.0,34.0,59.0,53.0,63.0,67.0,49.0,46.4,58.8,54.2,54.833333333333336,65.0,9.6,Bikoro,Federico Bikoro Akieme Nchama
22,190,77,Bosnia Herzegovina,1. FC Kaiserslautern,1000,GK,,,,,,,20.6,15.2,32.8,32.4,22.5,11.333333333333334,64.0,A. Spahic,Avdo Spahic
21,190,79,Ghana,Extremadura UD,1000,"CDM, CB",65.0,47.0,54.0,57.0,63.0,75.0,53.6,51.0,58.8,65.6,52.333333333333336,62.333333333333336,10.0,E. Lomotey,Emmanuel Lomotey
23,176,67,Mexico,Monterrey,7000,RB,64.0,33.0,57.0,60.0,62.0,70.0,51.8,47.4,64.2,54.0,53.333333333333336,64.33333333333333,10.2,E. Gutiérrez,Edson Gutiérrez
21,182,75,Switzerland,FC St. Gallen,3000,"ST, RM",70.0,61.0,51.0,62.0,33.0,62.0,56.6,56.4,66.8,64.4,51.166666666666664,31.0,9.6,J. Guillemenot,Jérémy Guillemenot
24,192,86,Costa Rica,Deportes Tolima,1000,CB,52.0,24.0,40.0,44.0,62.0,73.0,36.4,37.6,48.8,54.0,42.5,63.0,9.4,J. Vargas,Juan Pablo Vargas Campos
21,189,86,Germany,Karlsruher SC,2000,CDM,60.0,44.0,51.0,52.0,62.0,76.0,45.8,40.8,58.0,65.0,52.666666666666664,63.333333333333336,10.6,A. Groiß,Alexander Groiß
23,170,71,Costa Rica,FC Cincinnati,2000,"RM, CAM",72.0,53.0,57.0,67.0,57.0,61.0,54.6,53.6,72.0,55.4,55.833333333333336,57.666666666666664,8.4,A. Cruz,Allan Cruz
23,185,70,Finland,Fortuna Sittard,3000,"ST, RM",73.0,62.0,57.0,62.0,32.0,58.0,58.8,58.6,66.2,62.4,49.0,29.666666666666668,10.4,R. Karjalainen,Rasmus Karjalainen
23,185,80,Romania,FC Viitorul,2000,"CB, CDM",62.0,39.0,51.0,54.0,63.0,58.0,47.6,44.8,64.0,54.2,47.166666666666664,63.0,8.0,P. Iacob,Paul Iacob
22,186,81,Germany,Holstein Kiel,4000,ST,70.0,64.0,53.0,59.0,25.0,65.0,54.4,58.0,63.0,65.8,52.833333333333336,21.0,8.2,D. Hanslik,Daniel Hanslik
22,180,67,Netherlands,Sparta Rotterdam,2000,CM,68.0,54.0,62.0,66.0,59.0,66.0,56.8,56.4,67.4,62.0,58.0,58.666666666666664,9.6,L. Duarte,Laros Duarte
23,166,65,Germany,SC Preußen Münster,1000,RM,81.0,54.0,57.0,69.0,42.0,52.0,58.6,53.8,79.8,56.6,53.333333333333336,44.333333333333336,6.4,S. Özcan,Seref Özcan
23,180,75,Spain,UD Las Palmas,2000,"CAM, CM, RM",66.0,54.0,63.0,63.0,47.0,57.0,56.6,54.2,65.8,58.4,60.5,46.333333333333336,10.0,Kirian,Kirian Rodríguez
22,174,71,Spain,CD Mirandés,2000,LB,63.0,49.0,51.0,59.0,63.0,59.0,47.6,51.4,64.4,53.0,50.833333333333336,67.33333333333333,10.8,Franquesa,Enric Franquesa Dolz
20,178,74,Greece,Panathinaikos FC,1000,"RB, CDM",73.0,51.0,51.0,51.0,62.0,61.0,46.2,49.0,69.8,60.8,53.5,66.0,10.2,K. Apostolakis,Kostas Apostolakis
24,183,69,Scotland,Burton Albion,2000,"CM, CAM",67.0,50.0,60.0,66.0,49.0,53.0,57.2,52.8,67.4,53.8,55.166666666666664,49.0,12.8,S. Fraser,Scott Fraser
24,172,70,Norway,Tromsø IL,1000,"CM, CB",81.0,61.0,59.0,66.0,61.0,77.0,57.2,52.4,77.0,77.0,59.166666666666664,61.333333333333336,9.4,K. Antonsen,Kent-Are Antonsen
24,177,75,England,Peterborough United,3000,"LWB, LB",73.0,40.0,55.0,57.0,59.0,71.0,54.4,48.0,71.8,66.8,47.5,60.333333333333336,11.8,D. Butler,Dan Butler
24,195,85,Italy,Sampdoria,5000,GK,,,,,,,17.4,17.4,33.6,40.4,22.666666666666668,11.0,65.2,W. Falcone,Wladimiro Falcone
25,189,82,Denmark,FK Haugesund,1000,"CB, RB",64.0,38.0,48.0,57.0,63.0,65.0,46.0,44.6,63.4,64.2,46.0,62.666666666666664,11.4,P. Gregor,Pascal Gregor
24,175,65,Jamaica,Colchester United,3000,"CAM, ST, LM",76.0,56.0,60.0,65.0,44.0,65.0,60.6,54.0,70.6,60.6,56.833333333333336,43.666666666666664,10.0,J. Brown,Jevani Brown
24,178,78,Colombia,Patriotas Boyacá FC,1000,ST,81.0,58.0,51.0,68.0,20.0,58.0,53.2,56.2,71.2,60.2,43.666666666666664,16.333333333333332,9.2,O. Álvarez,Oswal Andrés Álvarez Salazar
24,176,76,England,Plymouth Argyle,4000,"CM, LM, LB",60.0,60.0,66.0,65.0,59.0,66.0,64.8,58.6,65.4,66.0,57.333333333333336,59.333333333333336,10.6,C. Grant,Conor Grant
24,189,82,Spain,CD Lugo,2000,GK,,,,,,,20.4,19.4,57.4,46.6,27.166666666666668,14.333333333333334,63.2,Ander Cantero,Ander Cantero Armendáriz
24,193,85,Norway,FK Bodø/Glimt,1000,CB,59.0,39.0,43.0,41.0,61.0,72.0,39.2,44.4,51.2,59.2,44.666666666666664,61.333333333333336,10.6,V. Bergan,Vegard Bergan
23,176,72,Norway,FK Bodø/Glimt,1000,CM,70.0,59.0,62.0,68.0,57.0,60.0,60.2,60.2,70.8,62.2,56.166666666666664,56.0,12.6,M. Konradsen,Morten Ågnes Konradsen
23,193,85,Sierra Leone,Coventry City,3000,ST,80.0,60.0,51.0,59.0,43.0,82.0,45.8,58.0,66.0,68.8,58.666666666666664,42.333333333333336,11.4,A. Bakayoko,Amadou Bakayoko
23,177,74,England,Oldham Athletic,3000,"LB, RB",82.0,37.0,55.0,63.0,59.0,70.0,53.6,50.2,72.0,61.2,49.166666666666664,59.666666666666664,11.4,A. Smith-Brown,Ashley Smith-Brown
23,185,75,England,Tranmere Rovers,2000,CB,50.0,27.0,40.0,46.0,62.0,71.0,38.6,38.8,51.0,52.2,47.5,62.666666666666664,11.8,S. Nelson,Sid Nelson
24,174,75,Finland,IFK Norrköping,2000,"LWB, ST, CF",75.0,65.0,63.0,67.0,56.0,67.0,62.6,62.8,75.6,70.4,58.5,55.0,14.0,S. Skrabb,Simon Skrabb
24,190,76,Colombia,Once Caldas,1000,GK,,,,,,,20.6,16.8,43.6,43.8,22.666666666666668,18.333333333333332,63.6,S. Román,Sergio Felipe Román Palacios
22,187,75,Italy,US Salernitana 1919,1000,CB,60.0,33.0,39.0,51.0,64.0,68.0,38.4,38.8,61.4,59.4,43.833333333333336,64.0,11.8,L. Carillo,Luigi Carillo
23,183,72,Scotland,Ross County FC,2000,"RM, LM",81.0,57.0,59.0,65.0,32.0,56.0,58.2,53.4,73.8,56.6,45.333333333333336,36.333333333333336,10.4,B. Spittal,Blair Spittal
23,180,70,Sweden,IFK Göteborg,1000,"LB, LWB",70.0,43.0,58.0,64.0,60.0,65.0,56.2,50.0,65.0,60.4,48.666666666666664,63.333333333333336,9.4,V. Wernersson,Victor Wernersson
23,175,66,England,Wycombe Wanderers,2000,"RW, RM",85.0,59.0,54.0,67.0,26.0,52.0,51.2,54.0,78.8,60.2,49.833333333333336,22.0,12.0,S. Kashket,Scott Kashket
22,188,73,England,Aberdeen,2000,"RB, CB",69.0,32.0,51.0,57.0,65.0,71.0,45.2,45.0,63.8,58.0,52.5,65.0,8.6,Z. Vyner,Zak Vyner
24,188,78,Brazil,FC Zürich,3000,CB,73.0,45.0,50.0,56.0,62.0,68.0,49.8,48.6,69.4,64.2,52.0,61.333333333333336,9.8,Nathan,Nathan Raphael Pelae Cardoso
21,187,92,Australia,SV Zulte-Waregem,3000,CB,59.0,32.0,45.0,50.0,61.0,76.0,42.2,38.0,55.8,62.6,48.333333333333336,62.333333333333336,12.0,G. Timotheou,George Timotheou
22,178,71,Sweden,BK Häcken,1000,"LB, RB",75.0,45.0,59.0,64.0,60.0,65.0,58.4,50.2,71.6,61.4,58.666666666666664,61.666666666666664,12.8,A. Andersson,Adam Andersson
23,172,65,Spain,CD Tenerife,2000,"LB, RB",83.0,40.0,52.0,66.0,60.0,67.0,50.0,47.4,77.2,58.8,54.833333333333336,61.333333333333336,11.2,Nahuel,Nahuel Alberto Omiliani González
23,183,76,Poland,Wisła Kraków,2000,RB,75.0,45.0,55.0,60.0,62.0,67.0,51.0,54.6,69.4,61.8,53.166666666666664,63.333333333333336,8.8,D. Niepsuj,David Niepsuj
22,180,78,England,Peterborough United,3000,"RB, LB",61.0,43.0,62.0,63.0,63.0,65.0,58.6,53.6,63.6,57.8,61.333333333333336,63.0,9.4,N. Mason,Niall Mason
23,189,85,Italy,Cagliari,6000,CM,64.0,63.0,60.0,60.0,60.0,69.0,56.8,58.8,54.6,66.8,57.5,61.333333333333336,10.4,A. Deiola,Alessandro Deiola
23,173,66,Brazil,Portimonense SC,2000,"CM, CDM",55.0,53.0,65.0,65.0,52.0,57.0,64.2,55.8,65.6,60.0,59.5,50.666666666666664,11.2,Gustavo Hebling,Gustavo Hebling de Aguiar
22,175,66,Japan,Sanfrecce Hiroshima,3000,"CAM, CF",71.0,51.0,60.0,68.0,26.0,50.0,61.6,48.0,70.0,52.4,48.166666666666664,26.333333333333332,11.0,T. Morishima,森 島司
22,188,76,Guinea,Livorno,1000,CDM,71.0,41.0,57.0,59.0,59.0,71.0,52.4,46.0,65.6,62.8,55.166666666666664,60.333333333333336,9.6,A. Soumaoro,Abrahim Soumaoro
21,190,89,Germany,SV Wehen Wiesbaden,4000,ST,54.0,61.0,49.0,62.0,32.0,67.0,44.2,55.2,56.6,64.0,49.166666666666664,27.333333333333332,8.0,P. Tietz,Phillip Tietz
25,183,73,Uruguay,Fiorentina,9000,"CDM, CM",49.0,49.0,55.0,59.0,59.0,68.0,54.6,45.6,54.0,60.8,57.333333333333336,60.666666666666664,10.4,A. Schetino,Andrés Schetino
25,190,83,Korea Republic,Tianjin Quanjian FC,4000,CB,64.0,34.0,37.0,32.0,62.0,73.0,29.8,45.6,53.4,53.2,44.5,61.666666666666664,9.8,Song Ju Hun,송주훈 宋株熏
23,191,79,Germany,Chemnitzer FC,1000,"CB, LB",71.0,31.0,45.0,49.0,62.0,69.0,39.2,47.4,59.2,51.4,43.166666666666664,60.666666666666664,10.6,S. Reddemann,Sören-Kurt Reddemann
21,170,79,Netherlands,Sparta Rotterdam,2000,LB,71.0,35.0,49.0,63.0,63.0,70.0,48.6,44.4,67.8,59.2,52.333333333333336,63.666666666666664,9.4,L. Faye,Lassana Faye
23,185,77,Korea Republic,FC Seoul,2000,"CM, CDM",60.0,49.0,54.0,61.0,60.0,71.0,46.6,43.0,57.8,68.4,55.833333333333336,60.333333333333336,10.6,Hwang Ki Wook,황기욱 黄起旭
22,182,74,Spain,Valencia CF,6000,CB,42.0,30.0,50.0,44.0,67.0,50.0,39.6,44.6,53.4,44.4,50.833333333333336,67.33333333333333,8.8,Javi Jiménez,Javier Jiménez García
22,180,73,Italy,Pordenone,1000,"CM, RM",73.0,56.0,61.0,63.0,63.0,63.0,58.4,56.2,69.4,63.0,60.166666666666664,61.0,8.2,R. Zammarini,Roberto Zammarini
24,172,70,United States,Chicago Fire,2000,"CDM, RB",67.0,59.0,61.0,65.0,60.0,61.0,60.2,57.4,65.8,60.8,60.5,59.666666666666664,10.2,B. Bronico,Brandt Bronico
19,184,76,Netherlands,RKC Waalwijk,1000,CB,67.0,51.0,63.0,63.0,62.0,66.0,62.6,54.8,67.4,62.8,61.333333333333336,62.333333333333336,9.8,M. Meulensteen,Melle Meulensteen
22,180,74,Austria,FK Austria Wien,4000,"LM, RM, CAM",70.0,60.0,60.0,69.0,34.0,54.0,60.6,56.8,68.6,59.8,48.833333333333336,32.0,10.4,M. Sarkaria,Manprit Sarkaria
22,192,88,Brazil,FC Red Bull Salzburg,5000,GK,,,,,,,12.6,11.2,33.2,37.0,21.5,14.666666666666666,64.6,Carlos Miguel,Carlos Miguel Coronel
23,183,84,United States,New England Revolution,2000,"RB, LB",78.0,57.0,56.0,61.0,60.0,68.0,54.2,57.8,68.0,68.0,54.666666666666664,61.333333333333336,8.4,B. Bye,Brandon  Bye
24,180,72,Peru,CF Fuenlabrada,2000,"ST, LM",77.0,61.0,59.0,66.0,23.0,59.0,56.6,61.6,68.6,61.8,48.833333333333336,18.0,11.0,J. Martínez,Jeisson Martínez
22,186,80,Germany,SC Paderborn 07,5000,RM,82.0,53.0,56.0,63.0,41.0,73.0,50.4,53.6,72.2,63.6,51.666666666666664,40.333333333333336,9.4,J. Dörfler,Johannes Dörfler
19,190,73,Mali,En Avant de Guingamp,1000,CB,48.0,44.0,50.0,51.0,61.0,70.0,45.6,49.2,48.6,62.8,50.333333333333336,60.666666666666664,9.0,D. Koita,Djegui Koita
23,186,75,Spain,Elche CF,2000,CB,59.0,32.0,45.0,48.0,62.0,68.0,39.2,45.0,58.6,54.0,46.333333333333336,63.0,9.2,Primi,Primitivo Ferriz García
22,178,86,Germany,SV Meppen,1000,ST,62.0,63.0,44.0,63.0,31.0,71.0,52.2,54.4,67.0,66.2,47.666666666666664,30.0,10.8,D. Undav,Deniz Undav
22,190,87,Germany,DSC Arminia Bielefeld,4000,ST,73.0,62.0,44.0,53.0,36.0,71.0,40.8,52.4,61.6,65.8,52.5,31.0,9.2,P. Owusu,Prince Osei Owusu
22,178,73,Japan,Oita Trinita,1000,"CB, RB",75.0,44.0,58.0,64.0,63.0,69.0,50.6,50.4,70.4,61.2,54.666666666666664,62.666666666666664,9.8,T. Iwata,Tomoki Iwata
22,178,64,Ghana,FC Paços de Ferreira,3000,ST,73.0,62.0,48.0,69.0,18.0,55.0,49.6,54.0,72.4,63.6,44.833333333333336,13.666666666666666,9.4,P. Ayongo,Paul Ayongo
22,190,82,Austria,WSG Tirol,2000,CB,62.0,36.0,48.0,45.0,62.0,70.0,39.8,44.8,57.8,57.0,45.333333333333336,62.333333333333336,9.8,D. Gugganig,David Gugganig
23,176,72,Romania,Chindia Târgovişte,2000,ST,69.0,62.0,51.0,62.0,23.0,57.0,48.2,57.8,65.0,61.8,50.166666666666664,18.0,11.6,C. Neguț,Cristian Neguț
22,185,83,United Arab Emirates,Al Ain FC,1000,CB,59.0,27.0,39.0,40.0,62.0,70.0,35.8,36.6,56.4,55.4,42.666666666666664,63.666666666666664,10.0,M. Shaker,Mohammed Shaker
23,174,67,Brazil,Gil Vicente FC,2000,"CM, CAM",63.0,50.0,62.0,67.0,48.0,55.0,58.4,52.0,67.4,59.8,53.833333333333336,49.0,9.4,Leo Cordeiro,Leonardo Cordeiro Lima Silva
25,183,77,Guinea Bissau,CD Numancia,2000,CB,61.0,33.0,44.0,42.0,64.0,65.0,37.8,43.8,56.0,54.6,44.5,66.0,9.8,Admonio,Admonio Vicente Gomes
22,180,75,Argentina,Arsenal de Sarandí,2000,LB,76.0,40.0,52.0,65.0,60.0,62.0,52.2,47.6,71.4,58.0,52.0,62.0,9.8,L. Marchi,Leonardo Marchi
22,191,72,Brazil,CD Aves,2000,CB,62.0,28.0,36.0,44.0,63.0,68.0,32.8,36.2,56.0,53.6,45.166666666666664,66.66666666666667,11.8,Bruno Jesus,Bruno W Ribeiro
25,191,89,Mexico,Chicago Fire,1000,GK,,,,,,,20.8,18.8,40.8,41.4,28.666666666666668,10.0,63.8,R. Sánchez,Richard Sánchez
24,174,69,Northern Ireland,Rochdale,1000,"RB, RM",78.0,50.0,59.0,67.0,57.0,66.0,57.4,50.2,73.8,64.0,57.333333333333336,58.666666666666664,11.2,R. McLaughlin,Ryan McLaughlin
25,182,70,Scotland,Ross County FC,2000,"CB, RB, LB",71.0,26.0,46.0,53.0,64.0,70.0,41.0,38.8,66.4,53.4,49.333333333333336,66.66666666666667,8.8,M. Fraser,Marcus Fraser
24,177,68,Germany,FC Hansa Rostock,1000,"LB, RB",74.0,40.0,54.0,55.0,59.0,60.0,41.8,50.6,72.2,55.2,54.5,59.0,11.8,N. Neidhart,Nico Neidhart
24,173,68,Wales,Fleetwood Town,3000,"RW, RM, RWB",92.0,59.0,55.0,63.0,35.0,59.0,54.8,57.2,74.8,63.6,47.166666666666664,35.333333333333336,10.2,W. Burns,Wes Burns
24,189,83,Germany,FC Carl Zeiss Jena,1000,CB,64.0,39.0,56.0,59.0,64.0,65.0,51.2,49.4,60.2,53.8,51.333333333333336,63.0,10.2,M. Sarr,Marian Sarr
24,182,74,Sweden,Hammarby IF,1000,"CM, CAM",56.0,59.0,68.0,66.0,48.0,58.0,68.6,57.8,62.4,60.2,57.666666666666664,47.0,9.8,D. Bojanić,Darijan Bojanić
24,193,82,Wales,Doncaster Rovers,2000,CB,44.0,29.0,44.0,54.0,64.0,69.0,42.4,40.4,47.8,53.4,50.5,64.0,9.2,J. Wright,Joe Wright
24,180,84,England,Luton Town,4000,ST,87.0,57.0,55.0,65.0,35.0,60.0,52.6,57.2,74.0,57.2,50.833333333333336,30.333333333333332,8.6,H. Cornick,Harry Cornick
24,179,75,Germany,FC Carl Zeiss Jena,1000,"CAM, CF",75.0,55.0,58.0,69.0,29.0,58.0,63.4,52.8,72.4,60.2,50.0,27.333333333333332,12.0,D. Gabriele,Daniele Gabriele
24,180,77,England,Motherwell,2000,ST,74.0,61.0,50.0,63.0,28.0,61.0,49.8,54.8,68.8,66.8,49.666666666666664,25.0,9.8,C. Long,Chris Long
23,185,65,Wales,Aberdeen,2000,"RM, LM",74.0,58.0,58.0,66.0,39.0,58.0,56.8,55.4,68.6,61.8,50.833333333333336,38.333333333333336,9.8,R. Hedges,Ryan Hedges
24,188,82,Italy,Cittadella,1000,CB,53.0,16.0,30.0,35.0,66.0,61.0,28.6,29.4,55.2,44.4,39.833333333333336,66.33333333333333,10.4,A. Camigliano,Agostino Camigliano
23,188,76,Italy,Venezia FC,1000,"CB, LB",73.0,30.0,47.0,50.0,65.0,65.0,42.0,47.0,63.2,50.2,47.333333333333336,65.0,11.4,P. Ceccaroni,Pietro Ceccaroni
25,190,83,Italy,Cosenza,1000,GK,,,,,,,20.2,19.6,48.8,42.0,24.5,18.0,62.8,U. Saracco,Umberto Saracco
22,175,71,England,Mansfield Town,4000,"CAM, LM",78.0,60.0,60.0,66.0,38.0,55.0,62.6,56.8,70.6,61.2,50.5,35.333333333333336,11.6,O. Khan,Otis Khan
23,179,77,Germany,SV Waldhof Mannheim,1000,CDM,63.0,47.0,57.0,62.0,61.0,67.0,54.4,48.6,68.2,61.4,57.166666666666664,62.333333333333336,10.2,M. Schuster,Marco Schuster
23,191,84,Montenegro,FC Admira Wacker Mödling,3000,ST,62.0,61.0,50.0,62.0,28.0,58.0,58.8,55.6,50.2,60.6,48.0,23.666666666666668,10.2,B. Cmiljanic,Boris Cmiljanić
25,188,85,Argentina,SD Ponferradina,2000,GK,,,,,,,25.4,23.0,54.6,48.4,24.166666666666668,23.333333333333332,63.2,G. Gazzaniga,Gianfranco Gazzaniga
24,190,82,Denmark,Lillestrøm SK,1000,CB,65.0,34.0,41.0,46.0,63.0,71.0,40.8,41.2,61.2,55.6,46.666666666666664,62.0,11.0,T. Salquist,Tobias Sahlquist
24,172,76,Ecuador,Club Necaxa,3000,LM,87.0,60.0,55.0,67.0,24.0,56.0,56.0,55.8,77.6,60.0,44.666666666666664,21.333333333333332,10.0,K. Mercado,Kevin Mercado
23,180,77,Netherlands,FC Twente,2000,"CDM, CM",56.0,56.0,61.0,65.0,57.0,68.0,60.0,55.2,59.2,64.0,60.0,54.333333333333336,12.0,J. van der Heyden,Jelle van der Heyden
22,187,76,Netherlands,AZ Alkmaar,2000,CB,60.0,34.0,40.0,51.0,63.0,65.0,45.8,37.8,56.2,57.0,47.333333333333336,63.333333333333336,8.8,J. Kramer,Joris Kramer
23,196,75,England,Northampton Town,4000,"CB, RB",60.0,26.0,42.0,48.0,62.0,71.0,40.8,40.4,57.4,52.2,48.333333333333336,62.333333333333336,8.8,C. Goode,Charlie Goode
22,169,62,Austria,SV Mattersburg,4000,"CAM, CM",69.0,56.0,58.0,67.0,40.0,44.0,57.4,51.2,72.4,56.6,52.5,44.333333333333336,8.4,J. Ertlthaler,Julius Ertlthaler
22,180,71,England,Accrington Stanley,1000,RB,70.0,46.0,58.0,62.0,60.0,70.0,50.6,50.2,68.6,64.8,56.833333333333336,60.333333333333336,9.2,C. Johnson,Callum Johnson
24,186,76,Iceland,Jagiellonia Białystok,2000,LB,75.0,28.0,56.0,59.0,60.0,68.0,49.6,44.8,66.2,53.2,52.0,61.333333333333336,12.2,B. Böðvarsson,Böðvar Böðvarsson
25,188,77,Korea Republic,Jeju United FC,2000,CB,69.0,27.0,49.0,44.0,65.0,65.0,39.2,42.0,62.6,53.2,48.833333333333336,64.33333333333333,10.0,Choi Kyu Baek,최규백 崔圭伯
23,189,81,Austria,SK Rapid Wien,3000,"CDM, CM",66.0,45.0,55.0,59.0,60.0,72.0,52.4,47.6,64.2,60.6,52.666666666666664,62.333333333333336,9.8,M. Martic,Manuel Martic
22,180,77,Montenegro,Waasland-Beveren,2000,LB,75.0,51.0,57.0,59.0,61.0,69.0,58.0,49.8,64.8,67.0,55.666666666666664,61.0,10.4,A. Vukčević,Andrija Vukčević
23,183,80,Germany,FC Hansa Rostock,1000,"LB, CB, LM",70.0,42.0,55.0,62.0,62.0,70.0,52.0,49.4,66.4,64.4,53.166666666666664,62.0,8.2,N. Rieble,Nico Rieble
25,185,78,Italy,Dinamo Bucureşti,2000,GK,,,,,,,13.4,11.2,48.2,39.2,24.833333333333332,14.0,62.4,R. Piscitelli,Riccardo Piscitelli
25,188,80,Saudi Arabia,Ettifaq FC,6000,CB,60.0,25.0,44.0,40.0,63.0,67.0,37.2,39.6,56.4,50.6,44.833333333333336,63.333333333333336,8.0,S. Al Rubaie,Saeed Awadh Al Yami
25,193,81,Turkey,Gençlerbirliği SK,3000,GK,,,,,,,14.2,10.4,28.4,35.2,22.666666666666668,11.0,64.2,T. Demirtaş,Taha Cengiz Demirtaş
21,180,74,Australia,Melbourne City FC,3000,"ST, LM, RM",89.0,59.0,60.0,63.0,24.0,56.0,60.4,52.6,76.0,53.8,53.0,21.0,10.6,L. Wales,Lachlan Wales
22,193,81,Germany,SpVgg Unterhaching,1000,CB,54.0,28.0,36.0,37.0,63.0,72.0,32.6,37.2,52.2,56.0,46.166666666666664,61.666666666666664,8.4,C. Greger,Christoph Greger
23,183,84,Austria,WSG Tirol,2000,"CDM, CM",68.0,39.0,52.0,56.0,62.0,76.0,48.4,44.4,63.4,64.4,52.333333333333336,61.0,10.6,L. Grgic,Lukas Grgic
23,176,69,Croatia,Korona Kielce,1000,"LM, RM",76.0,59.0,59.0,64.0,29.0,53.0,52.4,53.0,70.6,57.0,47.0,29.0,9.8,I. Jukić,Ivan  Jukić
23,186,68,Brazil,SKN St. Pölten,3000,CB,52.0,25.0,39.0,40.0,63.0,69.0,34.4,38.0,54.4,53.8,44.333333333333336,64.0,8.8,Luan,Luan Leite da Silva
23,176,73,Spain,Arka Gdynia,1000,LM,79.0,56.0,59.0,66.0,31.0,57.0,59.0,52.4,74.0,55.2,47.5,31.0,11.0,Santi Samanes,Santiago Samanes Bonito
23,185,75,Turkey,Antalyaspor,3000,CB,61.0,30.0,40.0,42.0,68.0,61.0,40.0,40.2,53.2,51.8,44.5,67.0,9.6,B. Öztürk,Bahadır Öztürk
24,162,64,Argentina,Club Atlético Talleres,4000,RW,78.0,55.0,66.0,69.0,40.0,42.0,62.6,57.4,76.0,51.2,52.166666666666664,41.0,9.4,M. Ortíz,Mauro Gabriel Ortiz
24,180,75,Norway,Molde FK,2000,"CDM, CM",60.0,58.0,64.0,67.0,56.0,68.0,62.0,57.8,66.6,64.0,59.0,54.333333333333336,8.0,M. Ellingsen,Martin Skjelbreid Ellingsen
22,181,72,Netherlands,FC Groningen,2000,CAM,67.0,61.0,61.0,65.0,41.0,57.0,60.4,57.8,66.8,62.2,53.666666666666664,39.333333333333336,8.8,M. Breij,Michael Breij
24,170,70,Scotland,Livingston FC,2000,"CAM, RM, LM",73.0,55.0,61.0,67.0,35.0,52.0,63.0,56.2,71.0,54.2,48.666666666666664,35.0,9.0,C. Sibbald,Craig Sibbald
23,190,89,France,Chamois Niortais Football Club,2000,ST,69.0,65.0,48.0,59.0,31.0,67.0,53.4,53.4,58.8,68.6,47.666666666666664,29.0,9.4,I. Sissoko,Ibrahim Sissoko
23,177,70,Romania,Politehnica Iaşi,2000,LB,79.0,30.0,56.0,60.0,61.0,69.0,52.4,45.0,73.6,57.2,53.666666666666664,61.666666666666664,8.8,A. Radu,Andrei Radu
24,180,75,Senegal,Racing Club de Lens,2000,LB,72.0,34.0,55.0,58.0,60.0,64.0,49.8,48.4,63.2,53.4,50.833333333333336,60.666666666666664,11.4,A. Mendy,Arial Mendy
